sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
659,Sizes range from 2XL to 3XL.,Colors vary from crimson to violet.,Prices extend from fifty to ninety.,Scores fluctuate from seven to twelve.,Weights span from thirty to forty.,Heights climb from six to eight.,Speeds jump from sixty to ninety.,Volumes swell from fifty to seventy.,Ages stretch from twenty to thirty.,Grades shift from alpha to gamma.,Distances grow from five to nine.
660,So I don't want anybody's sympathy.,So I don't need anybody's approval.,So I don't seek anybody's forgiveness.,So I don't accept anybody's charity.,So I don't expect anybody's gratitude.,So I don't welcome anybody's criticism.,So I don't trust anybody's promises.,So I don't enjoy anybody's company.,So I don't fear anybody's threats.,So I don't value anybody's opinions.,So I won’t offer anybody’s secrets.
661,So he continued in his ignorance.,So she persisted in her confusion.,So they marched in their silence.,So Maya thrived in her solitude.,So Leo labored in his exhaustion.,So the band rehearsed in their eagerness.,So the twins played in their innocence.,So the crew sailed in their blindness.,So the choir sang in their rapture.,So the bears hibernated in their darkness.,So the robots marched in their obedience.
662,So let's let that go forward.,So let's let that sail onward.,So let's let that bloom early.,So let's let that drift skyward.,So let's let that glide downward.,So let's let that spread freely.,So let's let that fade slowly.,So let's let that rise gently.,So let's let that spin wildly.,So let's let that grow quickly.,So let's let that rest quietly.
663,So smart and caring and hardworking.,So bold and curious and fearless.,So quiet and gentle and patient.,So bright and playful and loyal.,So fierce and clever and restless.,So calm and witty and devoted.,So swift and kind and tireless.,So sharp and humble and eager.,So warm and cautious and steady.,So wild and graceful and stubborn.,So small and cheerful and relentless.
664,So the wise renounce that aim.,So the rebels abandon that plan.,So the chefs discard that recipe.,So the hikers avoid that trail.,So the doctors reject that drug.,So the pilots cancel that flight.,So the artists ignore that trend.,So the students skip that chapter.,So the builders scrap that design.,So the gardeners forget that seed.,So the singers drop that verse.
665,So trial-and-error printing can get costly.,So hit-and-miss gardening can prove exhausting.,So cut-and-paste coding can turn risky.,So wait-and-see investing can grow frustrating.,So trial-and-error baking can become messy.,So hit-or-miss tailoring can run expensive.,So guess-and-check studying can feel draining.,So plug-and-play touring can seem rushed.,So trial-and-error painting can stay time-consuming.,So make-and-break negotiating can sound daunting.,So hunt-and-peck writing can turn tedious.
666,So you missed the open house?,So you skipped the farewell party?,So you forgot the final exam?,So you joined the protest march?,So you lost the antique watch?,So you sold the vintage car?,So you broke the crystal vase?,So you missed the morning train?,So you ruined the chocolate cake?,So you caught the early flight?,So you found the hidden letter?
667,"So, is BC Rich officially dead?","So, is Tesla finally ready?","So, is Nike seriously bankrupt?","So, is Google totally secure?","So, is Harvard officially open?","So, is Amazon suddenly offline?","So, is Rolex completely sold?","So, is Spotify barely legal?","So, is Disney quietly broke?","So, is Starbucks permanently closed?","So, is Netflix truly free?"
668,"Some of it good, I hope.","None of them ready, I fear.","Half of it rotten, I suspect.","Most of it fake, I believe.","Part of it true, I guess.","All of it wrong, I admit.","Little of it fresh, I notice.","Few of them honest, I assume.","Much of it stale, I realize.","Several of them late, I gather.","Plenty of it dull, I confess."
669,Some rivals are already making inroads.,Several interns are quietly drafting proposals.,Many tourists are eagerly booking cabins.,Few authors are steadily gaining followers.,Several startups are rapidly testing prototypes.,Several nurses are calmly administering vaccines.,Many scholars are actively translating manuscripts.,Some bakers are secretly perfecting recipes.,Several pilots are gradually logging hours.,Few carpenters are carefully carving joints.,Several DJs are steadily releasing tracks.
670,Something big got the ball rolling.,Someone brave broke the silence wide.,Something sharp cut the ribbon loose.,Someone clever cracked the puzzle hard.,Something loud rang the alarm clear.,Someone swift pushed the door wide.,Something hot melted the frost fast.,Someone kind eased the tension soft.,Something heavy shook the table hard.,Someone small lifted the mood high.,Something bright lit the hallway wide.
671,Something small and wrapped in fabric.,Someone tall and covered in leather.,Something sharp and sealed in plastic.,Someone young and dressed in silk.,Something heavy and packed in paper.,Someone old and wrapped in fur.,Something bright and stored in velvet.,Someone small and hidden in linen.,Something fragile and tied in canvas.,Someone loud and bundled in wool.,Something round and enclosed in denim.
672,Something that awakened my psychic knowing.,Something that triggered my artistic vision.,Something that sparked my scientific curiosity.,Something that stirred my political awareness.,Something that ignited my culinary passion.,Something that revived my musical inspiration.,Something that triggered my literary imagination.,Something that awakened my environmental concern.,Something that sparked my technological interest.,Something that stirred my historical fascination.,Something that ignited my philosophical questioning.
673,Sometimes he stood up for exercise.,Occasionally she sat down for meditation.,Occasionally she sat down for rest.,Frequently we jumped over for safety.,Seldom he knelt forward for prayer.,Often I walked backward for balance.,Sometimes she swam under for exploration.,Usually they climbed around for adventure.,Occasionally she sat down for rest.,Daily we danced along for celebration.,Monthly she skated across for transportation.
674,Sophia was asleep on the sofa.,Marcus was awake on the terrace.,Olivia was hungry near the window.,Ethan was lost beneath the staircase.,Ava was silent inside the cottage.,Liam was soaked upon the platform.,Nora was restless beside the fireplace.,Felix was dizzy above the basement.,Clara was calm within the alcove.,Owen was alert behind the counter.,Iris was chilly under the awning.
675,"Sparrows and pigeons, no other birds.","Tigers and leopards, no other felines.","Oranges and lemons, no other citrus.","Violins and cellos, no other strings.","Tulips and daisies, no other blossoms.","Novels and poems, no other writings.","Rivers and lakes, no other waters.","Scarves and mittens, no other knits.","Radios and televisions, no other devices.","Cupcakes and brownies, no other desserts.","Lanterns and candles, no other lights."
676,Spray and vapor filled the void.,Thunder and lightning shook the town.,Dust and pollen choked the crowd.,Foam and seaweed coated the deck.,Smoke and ash covered the field.,Hail and sleet pelted the roof.,Salt and spray stung the crew.,Sparks and embers lit the night.,Mud and gravel clogged the pipe.,Frost and rime glazed the path.,Sand and grit scarred the lens.
677,State your name for the Council.,Announce your quest for the Kingdom.,Declare your vote for the Senate.,Present your case for the Tribunal.,Submit your plea for the Assembly.,Voice your choice for the Committee.,State your claim for the Monarch.,Register your wish for the Ministry.,Reveal your pick for the Chamber.,Offer your plea for the Regency.,Report your aim for the Dynasty.
678,Stir-fried egg noodles with assorted vegetables.,Grilled chicken skewers with spicy peppers.,Steamed jasmine rice with coconut curry.,Baked salmon fillets with lemon butter.,Roasted root vegetables with herb seasoning.,Pan-seared duck breast with cherry glaze.,Poached pear halves with cinnamon syrup.,Sautéed shrimp scampi with garlic wine.,Braised beef shortribs with red wine.,Deep-fried tofu cubes with sesame sauce.,Smoked turkey slices with cranberry chutney.
679,"Strangely, I did not feel nervous.","Curiously, she did not seem tired.","Unexpectedly, they did not appear worried.","Surprisingly, he did not look angry.","Oddly, we did not sound hoarse.","Syntactic alternative:  
Curiously, the cat did not touch water.","Remarkably, the team did not feel rushed.","Ironically, Leo did not seem lost.","Perplexingly, the cats did not appear scared.","Funnily, Dana did not look bored.","Astonishingly, the band did not sound flat."
680,Such study may take many forms.,Such dance may need many partners.,Such craft may cost several dollars.,Such journey may cross several borders.,Such novel may span several decades.,Such treaty may ease many tensions.,Such storm may last several hours.,Such recipe may use several spices.,Such venture may yield many profits.,Such orchard may grow several peaches.,Such melody may evoke many emotions.
681,Sugar would help restore our energy.,Honey could revive their spirits.,Salt might preserve the meat longer.,Rain will revive the wilted garden.,Fire could destroy the ancient forest.,Music might calm the anxious crowd.,Light will guide the lost travelers.,Wind could scatter the fragile seeds.,Coffee might boost her concentration.,Heat will melt the frozen pipes.,Time could heal the deepest wounds.
